My Spark params as displayed in Assistant	My Default Value	< dif >	wm100 v3.2.34.25 (from cfg file)	< dif >	wm100 v3.2.37.20 (from cfg file)
g_config_mr_ctrl_vert_acc_i_lower_limit	0		g_config_mr_ctrl_vert_acc_i_lower_limit		g_config_mr_ctrl_vert_acc_i_lower_limit
g_config_mr_ctrl_horiz_vel_i_limit	25		g_config_mr_ctrl_horiz_vel_i_limit		g_config_mr_ctrl_horiz_vel_i_limit
g_config_mr_ctrl_ang_vel_tilt_i_limit	5000		g_config_mr_ctrl_ang_vel_tilt_i_limit		g_config_mr_ctrl_ang_vel_tilt_i_limit
g_config_mr_ctrl_ang_vel_tors_i_limit	1500		g_config_mr_ctrl_ang_vel_tors_i_limit		g_config_mr_ctrl_ang_vel_tors_i_limit
g_config_mr_ctrl_horiz_pos_output_limit	3		g_config_mr_ctrl_horiz_pos_output_limit		g_config_mr_ctrl_horiz_pos_output_limit
g_config_mr_ctrl_horiz_vel_output_limit	30		g_config_mr_ctrl_horiz_vel_output_limit		g_config_mr_ctrl_horiz_vel_output_limit
g_config_mr_ctrl_horiz_atti_tilt_output_limit	300		g_config_mr_ctrl_horiz_atti_tilt_output_limit		g_config_mr_ctrl_horiz_atti_tilt_output_limit
g_config_mr_ctrl_horiz_atti_tors_output_limit	150		g_config_mr_ctrl_horiz_atti_tors_output_limit		g_config_mr_ctrl_horiz_atti_tors_output_limit
g_config_mr_ctrl_horiz_tilt_rate_output_limit	50000		g_config_mr_ctrl_horiz_tilt_rate_output_limit		g_config_mr_ctrl_horiz_tilt_rate_output_limit
g_config_mr_ctrl_horiz_tors_rate_output_limit	20000		g_config_mr_ctrl_horiz_tors_rate_output_limit		g_config_mr_ctrl_horiz_tors_rate_output_limit
g_config_mr_ctrl_vert_pos_output_lower_limit	-3		g_config_mr_ctrl_vert_pos_output_lower_limit		g_config_mr_ctrl_vert_pos_output_lower_limit
g_config_mr_ctrl_vert_pos_output_upper_limit	3		g_config_mr_ctrl_vert_pos_output_upper_limit		g_config_mr_ctrl_vert_pos_output_upper_limit
g_config_mr_ctrl_vert_vel_output_lower_limit	-8		g_config_mr_ctrl_vert_vel_output_lower_limit		g_config_mr_ctrl_vert_vel_output_lower_limit
g_config_mr_ctrl_vert_vel_output_upper_limit	8		g_config_mr_ctrl_vert_vel_output_upper_limit		g_config_mr_ctrl_vert_vel_output_upper_limit
g_config_mr_ctrl_vert_acc_output_lower_limit	0		g_config_mr_ctrl_vert_acc_output_lower_limit		g_config_mr_ctrl_vert_acc_output_lower_limit
g_config_mr_ctrl_vert_acc_output_upper_limit	100		g_config_mr_ctrl_vert_acc_output_upper_limit		g_config_mr_ctrl_vert_acc_output_upper_limit
g_config_mr_ctrl_ccpm_tilt_max	300		g_config_mr_ctrl_ccpm_tilt_max		g_config_mr_ctrl_ccpm_tilt_max
g_config_mr_ctrl_ccpm_tors_max	30		g_config_mr_ctrl_ccpm_tors_max		g_config_mr_ctrl_ccpm_tors_max
g_config_mr_ctrl_ccpm_lift_min	0		g_config_mr_ctrl_ccpm_lift_min		g_config_mr_ctrl_ccpm_lift_min
g_config_mr_ctrl_ccpm_lift_max	85		g_config_mr_ctrl_ccpm_lift_max		g_config_mr_ctrl_ccpm_lift_max
g_config_mr_ctrl_ccpm_tilt_limit_tors	10		g_config_mr_ctrl_ccpm_tilt_limit_tors		g_config_mr_ctrl_ccpm_tilt_limit_tors
g_config_mr_ctrl_ccpm_lift_limit_tors	5		g_config_mr_ctrl_ccpm_lift_limit_tors		g_config_mr_ctrl_ccpm_lift_limit_tors
g_config_mr_ctrl_ccpm_lower_sat_min	-30		g_config_mr_ctrl_ccpm_lower_sat_min		g_config_mr_ctrl_ccpm_lower_sat_min
g_config_mr_ctrl_ccpm_lag_time	0.0199999995529652		g_config_mr_ctrl_ccpm_lag_time		g_config_mr_ctrl_ccpm_lag_time
g_config_mr_ctrl_ccpm_yaw_to_roll_gain	0.00100000004749745		g_config_mr_ctrl_ccpm_yaw_to_roll_gain		g_config_mr_ctrl_ccpm_yaw_to_roll_gain
g_config_mr_ctrl_ccpm_yaw_to_pitch_gain	0.00100000004749745		g_config_mr_ctrl_ccpm_yaw_to_pitch_gain		g_config_mr_ctrl_ccpm_yaw_to_pitch_gain
g_config_mr_ctrl_ccpm_couping_comp_en	0		g_config_mr_ctrl_ccpm_couping_comp_en		g_config_mr_ctrl_ccpm_couping_comp_en
g_config_mr_ctrl_remap_upper_bound_min	60		g_config_mr_ctrl_remap_upper_bound_min		g_config_mr_ctrl_remap_upper_bound_min
g_config_mr_ctrl_prop_cover_en	0		g_config_mr_ctrl_prop_cover_en		g_config_mr_ctrl_prop_cover_en
g_config_mr_ctrl_prop_cover_gain	100		g_config_mr_ctrl_prop_cover_gain		g_config_mr_ctrl_prop_cover_gain
g_config_mr_ctrl_mass_offset_scale	0.0799999982118607		g_config_mr_ctrl_mass_offset_scale		g_config_mr_ctrl_mass_offset_scale
				< * >	g_config_mr_ctrl_lp_order
g_config_mr_craft_mass_offset_dir	4		g_config_mr_craft_mass_offset_dir		g_config_mr_craft_mass_offset_dir
g_config_control_horiz_vel_comp_fltr_fc	1.5		g_config_control_horiz_vel_comp_fltr_fc		g_config_control_horiz_vel_comp_fltr_fc
g_config_control_vert_vel_comp_fltr_fc	1.5		g_config_control_vert_vel_comp_fltr_fc		g_config_control_vert_vel_comp_fltr_fc
g_config_control_navi_data_gyro_lag_fp	148		g_config_control_navi_data_gyro_lag_fp		g_config_control_navi_data_gyro_lag_fp
g_config_control_navi_data_gyro_lag_fz	149		g_config_control_navi_data_gyro_lag_fz		g_config_control_navi_data_gyro_lag_fz
g_config_control_navi_data_gyro_lead_fp	149		g_config_control_navi_data_gyro_lead_fp		g_config_control_navi_data_gyro_lead_fp
g_config_control_navi_data_gyro_lead_fz	150		g_config_control_navi_data_gyro_lead_fz		g_config_control_navi_data_gyro_lead_fz
g_config_control_navi_data_gyro_comp_en	0		g_config_control_navi_data_gyro_comp_en		g_config_control_navi_data_gyro_comp_en
g_config_control_ctrl_acc_fc	4		g_config_control_ctrl_acc_fc		g_config_control_ctrl_acc_fc
g_config_control_vol_dyn_ctrl_cfg_func_en	0		g_config_control_vol_dyn_ctrl_cfg_func_en		g_config_control_vol_dyn_ctrl_cfg_func_en
g_config_control_vol_dyn_ctrl_cfg_max_vol	25		g_config_control_vol_dyn_ctrl_cfg_max_vol		g_config_control_vol_dyn_ctrl_cfg_max_vol
g_config_control_vol_dyn_ctrl_cfg_min_vol	22		g_config_control_vol_dyn_ctrl_cfg_min_vol		g_config_control_vol_dyn_ctrl_cfg_min_vol
g_config_control_gear_dyn_gain_en	0		g_config_control_gear_dyn_gain_en		g_config_control_gear_dyn_gain_en
g_config_control_horiz_tilt_emergency_brake_limit	50		g_config_control_horiz_tilt_emergency_brake_limit		g_config_control_horiz_tilt_emergency_brake_limit
g_config_control_dyn_safe_thrust	80		g_config_control_dyn_safe_thrust		g_config_control_dyn_safe_thrust
g_config_control_dyn_tilt_min	15		g_config_control_dyn_tilt_min		g_config_control_dyn_tilt_min
g_config_control_land_thrust_threshold	5		g_config_control_land_thrust_threshold		g_config_control_land_thrust_threshold
g_config_control_land_ref_height_threshold	30		g_config_control_land_ref_height_threshold		g_config_control_land_ref_height_threshold
g_config_control_avoid_atti_range	15		g_config_control_avoid_atti_range		g_config_control_avoid_atti_range
g_config_control_rc_filter_ratio	25		g_config_control_rc_filter_ratio		g_config_control_rc_filter_ratio
tilt_sensitive_gain	100		tilt_sensitive_gain		tilt_sensitive_gain
yaw_sensitive_gain	100		yaw_sensitive_gain		yaw_sensitive_gain
g_config_control_rc_throttle_sensitivity	100		g_config_control_rc_throttle_sensitivity		g_config_control_rc_throttle_sensitivity
g_config_control_wind_anti_intensity	60		g_config_control_wind_anti_intensity		g_config_control_wind_anti_intensity
brake_sensitive_gain	150		brake_sensitive_gain		brake_sensitive_gain
emergency_brake_sensitive	1.5		emergency_brake_sensitive		emergency_brake_sensitive
g_config_control_horiz_stb_cmd_fltr_freq	0.30000001120929		g_config_control_horiz_stb_cmd_fltr_freq		g_config_control_horiz_stb_cmd_fltr_freq
g_config_control_vel_smooth_time	0.30000001120929		g_config_control_vel_smooth_time		g_config_control_vel_smooth_time
g_config_control_vel_braking_threshold	0.30000001120929		g_config_control_vel_braking_threshold		g_config_control_vel_braking_threshold
g_config_control_max_emergency_brake_gain	1.5		g_config_control_max_emergency_brake_gain		g_config_control_max_emergency_brake_gain
g_config_control_low_vel_enhance_brake_enable	1		g_config_control_low_vel_enhance_brake_enable		g_config_control_low_vel_enhance_brake_enable
g_config_control_atti_bat_limit	15		g_config_control_atti_bat_limit		g_config_control_atti_bat_limit
g_config_control_torsion_w_rate_bat_limit	60		g_config_control_torsion_w_rate_bat_limit		g_config_control_torsion_w_rate_bat_limit
g_config_control_vert_vel_up_bat_limit	2		g_config_control_vert_vel_up_bat_limit		g_config_control_vert_vel_up_bat_limit
g_config_control_vert_vel_down_bat_limit	2		g_config_control_vert_vel_down_bat_limit		g_config_control_vert_vel_down_bat_limit
g_config_control_power_sat_tilt_threshold	20		g_config_control_power_sat_tilt_threshold		g_config_control_power_sat_tilt_threshold
g_config_flying_limit_sport_break_atti_limit_gain	1		g_config_flying_limit_sport_break_atti_limit_gain		g_config_flying_limit_sport_break_atti_limit_gain
g_config_sweep_test_sweep_test_flag	0		g_config_sweep_test_sweep_test_flag		g_config_sweep_test_sweep_test_flag
g_config_sweep_test_sweep_inj_A_enable	1		g_config_sweep_test_sweep_inj_A_enable		g_config_sweep_test_sweep_inj_A_enable
g_config_sweep_test_sweep_inj_B_enable	0		g_config_sweep_test_sweep_inj_B_enable		g_config_sweep_test_sweep_inj_B_enable
g_config_sweep_test_sweep_total_t_A	120		g_config_sweep_test_sweep_total_t_A		g_config_sweep_test_sweep_total_t_A
g_config_sweep_test_sweep_total_t_B	120		g_config_sweep_test_sweep_total_t_B		g_config_sweep_test_sweep_total_t_B
g_config_sweep_test_sweep_start_f_A	0.100000001490116		g_config_sweep_test_sweep_start_f_A		g_config_sweep_test_sweep_start_f_A
g_config_sweep_test_sweep_start_f_B	0.100000001490116		g_config_sweep_test_sweep_start_f_B		g_config_sweep_test_sweep_start_f_B
g_config_sweep_test_sweep_stop_f_A	30		g_config_sweep_test_sweep_stop_f_A		g_config_sweep_test_sweep_stop_f_A
g_config_sweep_test_sweep_stop_f_B	30		g_config_sweep_test_sweep_stop_f_B		g_config_sweep_test_sweep_stop_f_B
g_config_sweep_test_sweep_amp_A	5		g_config_sweep_test_sweep_amp_A		g_config_sweep_test_sweep_amp_A
g_config_sweep_test_sweep_amp_B	5		g_config_sweep_test_sweep_amp_B		g_config_sweep_test_sweep_amp_B
g_config_control_vert_vel_down_adding	0		g_config_control_vert_vel_down_adding		g_config_control_vert_vel_down_adding
g_config_pitot_config_diff_press_base	0		g_config_pitot_config_diff_press_base		g_config_pitot_config_diff_press_base
rc_lost_action	2		rc_lost_action		rc_lost_action
g_config_fail_safe_rc_lost_action_time	3		g_config_fail_safe_rc_lost_action_time		g_config_fail_safe_rc_lost_action_time
g_config_go_home_go_home_mode	1		g_config_go_home_go_home_mode		g_config_go_home_go_home_mode
g_config_go_home_go_home_when_running_gs	0		g_config_go_home_go_home_when_running_gs		g_config_go_home_go_home_when_running_gs
g_config_go_home_avoid_enable	1		g_config_go_home_avoid_enable		g_config_go_home_avoid_enable
g_config_go_home_adv_gohome_enable	1		g_config_go_home_adv_gohome_enable		g_config_go_home_adv_gohome_enable
g_config_go_home_gohome_idle_vel	10		g_config_go_home_gohome_idle_vel		g_config_go_home_gohome_idle_vel
g_config_go_home_close_go_home_enable	0		g_config_go_home_close_go_home_enable		g_config_go_home_close_go_home_enable
g_config_go_home_wm100_close_go_home_enable	1		g_config_go_home_wm100_close_go_home_enable		g_config_go_home_wm100_close_go_home_enable
g_config_go_home_close_go_home_height	10		g_config_go_home_close_go_home_height		g_config_go_home_close_go_home_height
g_config_go_home_gohome_rtk_enable	0		g_config_go_home_gohome_rtk_enable		g_config_go_home_gohome_rtk_enable
g_config_flying_limit_only_auto_landing_avoid_ground_enabled	0		g_config_flying_limit_only_auto_landing_avoid_ground_enabled		g_config_flying_limit_only_auto_landing_avoid_ground_enabled
g_config_flying_limit_without_avoid_ground_by_app_req	1		g_config_flying_limit_without_avoid_ground_by_app_req		g_config_flying_limit_without_avoid_ground_by_app_req
g_config_flying_limit_sport_avoid_ground_enable	1		g_config_flying_limit_sport_avoid_ground_enable		g_config_flying_limit_sport_avoid_ground_enable
g_config_actuator_cfg[ACTUATOR_1]_reverse	0		g_config_actuator_cfg[ACTUATOR_1]_reverse		g_config_actuator_cfg[ACTUATOR_1]_reverse
g_config_actuator_cfg[ACTUATOR_1]_pwm_min	1120		g_config_actuator_cfg[ACTUATOR_1]_pwm_min		g_config_actuator_cfg[ACTUATOR_1]_pwm_min
g_config_actuator_cfg[ACTUATOR_1]_pwm_max	1920		g_config_actuator_cfg[ACTUATOR_1]_pwm_max		g_config_actuator_cfg[ACTUATOR_1]_pwm_max
g_config_actuator_cfg[ACTUATOR_1]_pwm_stop	940		g_config_actuator_cfg[ACTUATOR_1]_pwm_stop		g_config_actuator_cfg[ACTUATOR_1]_pwm_stop
g_config_actuator_cfg[ACTUATOR_1]_zero_pos	0		g_config_actuator_cfg[ACTUATOR_1]_zero_pos		g_config_actuator_cfg[ACTUATOR_1]_zero_pos
g_config_actuator_cfg[ACTUATOR_1]_work_stroke_min	0		g_config_actuator_cfg[ACTUATOR_1]_work_stroke_min		g_config_actuator_cfg[ACTUATOR_1]_work_stroke_min
g_config_actuator_cfg[ACTUATOR_1]_work_stroke_max	10000		g_config_actuator_cfg[ACTUATOR_1]_work_stroke_max		g_config_actuator_cfg[ACTUATOR_1]_work_stroke_max
g_config_actuator_cfg[ACTUATOR_2]_reverse	0		g_config_actuator_cfg[ACTUATOR_2]_reverse		g_config_actuator_cfg[ACTUATOR_2]_reverse
g_config_actuator_cfg[ACTUATOR_2]_pwm_min	1120		g_config_actuator_cfg[ACTUATOR_2]_pwm_min		g_config_actuator_cfg[ACTUATOR_2]_pwm_min
g_config_actuator_cfg[ACTUATOR_2]_pwm_max	1920		g_config_actuator_cfg[ACTUATOR_2]_pwm_max		g_config_actuator_cfg[ACTUATOR_2]_pwm_max
g_config_actuator_cfg[ACTUATOR_2]_pwm_stop	940		g_config_actuator_cfg[ACTUATOR_2]_pwm_stop		g_config_actuator_cfg[ACTUATOR_2]_pwm_stop
g_config_actuator_cfg[ACTUATOR_2]_zero_pos	0		g_config_actuator_cfg[ACTUATOR_2]_zero_pos		g_config_actuator_cfg[ACTUATOR_2]_zero_pos
g_config_actuator_cfg[ACTUATOR_2]_work_stroke_min	0		g_config_actuator_cfg[ACTUATOR_2]_work_stroke_min		g_config_actuator_cfg[ACTUATOR_2]_work_stroke_min
g_config_actuator_cfg[ACTUATOR_2]_work_stroke_max	10000		g_config_actuator_cfg[ACTUATOR_2]_work_stroke_max		g_config_actuator_cfg[ACTUATOR_2]_work_stroke_max
g_config_actuator_cfg[ACTUATOR_3]_reverse	0		g_config_actuator_cfg[ACTUATOR_3]_reverse		g_config_actuator_cfg[ACTUATOR_3]_reverse
g_config_actuator_cfg[ACTUATOR_3]_pwm_min	1120		g_config_actuator_cfg[ACTUATOR_3]_pwm_min		g_config_actuator_cfg[ACTUATOR_3]_pwm_min
g_config_actuator_cfg[ACTUATOR_3]_pwm_max	1920		g_config_actuator_cfg[ACTUATOR_3]_pwm_max		g_config_actuator_cfg[ACTUATOR_3]_pwm_max
g_config_actuator_cfg[ACTUATOR_3]_pwm_stop	940		g_config_actuator_cfg[ACTUATOR_3]_pwm_stop		g_config_actuator_cfg[ACTUATOR_3]_pwm_stop
g_config_actuator_cfg[ACTUATOR_3]_zero_pos	0		g_config_actuator_cfg[ACTUATOR_3]_zero_pos		g_config_actuator_cfg[ACTUATOR_3]_zero_pos
g_config_actuator_cfg[ACTUATOR_3]_work_stroke_min	0		g_config_actuator_cfg[ACTUATOR_3]_work_stroke_min		g_config_actuator_cfg[ACTUATOR_3]_work_stroke_min
g_config_actuator_cfg[ACTUATOR_3]_work_stroke_max	10000		g_config_actuator_cfg[ACTUATOR_3]_work_stroke_max		g_config_actuator_cfg[ACTUATOR_3]_work_stroke_max
g_config_actuator_cfg[ACTUATOR_4]_reverse	0		g_config_actuator_cfg[ACTUATOR_4]_reverse		g_config_actuator_cfg[ACTUATOR_4]_reverse
g_config_actuator_cfg[ACTUATOR_4]_pwm_min	1120		g_config_actuator_cfg[ACTUATOR_4]_pwm_min		g_config_actuator_cfg[ACTUATOR_4]_pwm_min
g_config_actuator_cfg[ACTUATOR_4]_pwm_max	1920		g_config_actuator_cfg[ACTUATOR_4]_pwm_max		g_config_actuator_cfg[ACTUATOR_4]_pwm_max
g_config_actuator_cfg[ACTUATOR_4]_pwm_stop	940		g_config_actuator_cfg[ACTUATOR_4]_pwm_stop		g_config_actuator_cfg[ACTUATOR_4]_pwm_stop
g_config_actuator_cfg[ACTUATOR_4]_zero_pos	0		g_config_actuator_cfg[ACTUATOR_4]_zero_pos		g_config_actuator_cfg[ACTUATOR_4]_zero_pos
g_config_actuator_cfg[ACTUATOR_4]_work_stroke_min	0		g_config_actuator_cfg[ACTUATOR_4]_work_stroke_min		g_config_actuator_cfg[ACTUATOR_4]_work_stroke_min
g_config_actuator_cfg[ACTUATOR_4]_work_stroke_max	10000		g_config_actuator_cfg[ACTUATOR_4]_work_stroke_max		g_config_actuator_cfg[ACTUATOR_4]_work_stroke_max
g_config_actuator_cfg[ACTUATOR_5]_reverse	0		g_config_actuator_cfg[ACTUATOR_5]_reverse		g_config_actuator_cfg[ACTUATOR_5]_reverse
g_config_actuator_cfg[ACTUATOR_5]_pwm_min	1120		g_config_actuator_cfg[ACTUATOR_5]_pwm_min		g_config_actuator_cfg[ACTUATOR_5]_pwm_min
g_config_actuator_cfg[ACTUATOR_5]_pwm_max	1920		g_config_actuator_cfg[ACTUATOR_5]_pwm_max		g_config_actuator_cfg[ACTUATOR_5]_pwm_max
g_config_actuator_cfg[ACTUATOR_5]_pwm_stop	940		g_config_actuator_cfg[ACTUATOR_5]_pwm_stop		g_config_actuator_cfg[ACTUATOR_5]_pwm_stop
g_config_actuator_cfg[ACTUATOR_5]_zero_pos	0		g_config_actuator_cfg[ACTUATOR_5]_zero_pos		g_config_actuator_cfg[ACTUATOR_5]_zero_pos
g_config_actuator_cfg[ACTUATOR_5]_work_stroke_min	0		g_config_actuator_cfg[ACTUATOR_5]_work_stroke_min		g_config_actuator_cfg[ACTUATOR_5]_work_stroke_min
g_config_actuator_cfg[ACTUATOR_5]_work_stroke_max	10000		g_config_actuator_cfg[ACTUATOR_5]_work_stroke_max		g_config_actuator_cfg[ACTUATOR_5]_work_stroke_max
g_config_actuator_cfg[ACTUATOR_6]_reverse	0		g_config_actuator_cfg[ACTUATOR_6]_reverse		g_config_actuator_cfg[ACTUATOR_6]_reverse
g_config_actuator_cfg[ACTUATOR_6]_pwm_min	1120		g_config_actuator_cfg[ACTUATOR_6]_pwm_min		g_config_actuator_cfg[ACTUATOR_6]_pwm_min
g_config_actuator_cfg[ACTUATOR_6]_pwm_max	1920		g_config_actuator_cfg[ACTUATOR_6]_pwm_max		g_config_actuator_cfg[ACTUATOR_6]_pwm_max
g_config_actuator_cfg[ACTUATOR_6]_pwm_stop	940		g_config_actuator_cfg[ACTUATOR_6]_pwm_stop		g_config_actuator_cfg[ACTUATOR_6]_pwm_stop
g_config_actuator_cfg[ACTUATOR_6]_zero_pos	0		g_config_actuator_cfg[ACTUATOR_6]_zero_pos		g_config_actuator_cfg[ACTUATOR_6]_zero_pos
g_config_actuator_cfg[ACTUATOR_6]_work_stroke_min	0		g_config_actuator_cfg[ACTUATOR_6]_work_stroke_min		g_config_actuator_cfg[ACTUATOR_6]_work_stroke_min
g_config_actuator_cfg[ACTUATOR_6]_work_stroke_max	10000		g_config_actuator_cfg[ACTUATOR_6]_work_stroke_max		g_config_actuator_cfg[ACTUATOR_6]_work_stroke_max
g_config_actuator_cfg[ACTUATOR_7]_reverse	0		g_config_actuator_cfg[ACTUATOR_7]_reverse		g_config_actuator_cfg[ACTUATOR_7]_reverse
g_config_actuator_cfg[ACTUATOR_7]_pwm_min	1120		g_config_actuator_cfg[ACTUATOR_7]_pwm_min		g_config_actuator_cfg[ACTUATOR_7]_pwm_min
g_config_actuator_cfg[ACTUATOR_7]_pwm_max	1920		g_config_actuator_cfg[ACTUATOR_7]_pwm_max		g_config_actuator_cfg[ACTUATOR_7]_pwm_max
g_config_actuator_cfg[ACTUATOR_7]_pwm_stop	940		g_config_actuator_cfg[ACTUATOR_7]_pwm_stop		g_config_actuator_cfg[ACTUATOR_7]_pwm_stop
g_config_actuator_cfg[ACTUATOR_7]_zero_pos	0		g_config_actuator_cfg[ACTUATOR_7]_zero_pos		g_config_actuator_cfg[ACTUATOR_7]_zero_pos
g_config_actuator_cfg[ACTUATOR_7]_work_stroke_min	0		g_config_actuator_cfg[ACTUATOR_7]_work_stroke_min		g_config_actuator_cfg[ACTUATOR_7]_work_stroke_min
g_config_actuator_cfg[ACTUATOR_7]_work_stroke_max	10000		g_config_actuator_cfg[ACTUATOR_7]_work_stroke_max		g_config_actuator_cfg[ACTUATOR_7]_work_stroke_max
g_config_actuator_cfg[ACTUATOR_8]_reverse	0		g_config_actuator_cfg[ACTUATOR_8]_reverse		g_config_actuator_cfg[ACTUATOR_8]_reverse
g_config_actuator_cfg[ACTUATOR_8]_pwm_min	1120		g_config_actuator_cfg[ACTUATOR_8]_pwm_min		g_config_actuator_cfg[ACTUATOR_8]_pwm_min
g_config_actuator_cfg[ACTUATOR_8]_pwm_max	1920		g_config_actuator_cfg[ACTUATOR_8]_pwm_max		g_config_actuator_cfg[ACTUATOR_8]_pwm_max
g_config_actuator_cfg[ACTUATOR_8]_pwm_stop	940		g_config_actuator_cfg[ACTUATOR_8]_pwm_stop		g_config_actuator_cfg[ACTUATOR_8]_pwm_stop
g_config_actuator_cfg[ACTUATOR_8]_zero_pos	0		g_config_actuator_cfg[ACTUATOR_8]_zero_pos		g_config_actuator_cfg[ACTUATOR_8]_zero_pos
g_config_actuator_cfg[ACTUATOR_8]_work_stroke_min	0		g_config_actuator_cfg[ACTUATOR_8]_work_stroke_min		g_config_actuator_cfg[ACTUATOR_8]_work_stroke_min
g_config_actuator_cfg[ACTUATOR_8]_work_stroke_max	10000		g_config_actuator_cfg[ACTUATOR_8]_work_stroke_max		g_config_actuator_cfg[ACTUATOR_8]_work_stroke_max
g_config_actuator_user_test_actuator	8		g_config_actuator_user_test_actuator		g_config_actuator_user_test_actuator
g_config_actuator_user_test_std_output	500		g_config_actuator_user_test_std_output		g_config_actuator_user_test_std_output
g_config_actuator_user_test_timer	20		g_config_actuator_user_test_timer		g_config_actuator_user_test_timer
g_config_actuator_user_test_esc_factory_test	0		g_config_actuator_user_test_esc_factory_test		g_config_actuator_user_test_esc_factory_test
g_config_mode_novice_cfg_novice_func_enabled	0		g_config_mode_novice_cfg_novice_func_enabled		g_config_mode_novice_cfg_novice_func_enabled
g_config_mode_novice_cfg_low_radius_limit_enable	1		g_config_mode_novice_cfg_low_radius_limit_enable		g_config_mode_novice_cfg_low_radius_limit_enable
g_config_mode_novice_cfg_max_height	30		g_config_mode_novice_cfg_max_height		g_config_mode_novice_cfg_max_height
g_config_mode_novice_cfg_max_radius	30		g_config_mode_novice_cfg_max_radius		g_config_mode_novice_cfg_max_radius
g_config_mode_tripod_en_cfg_tripod_func_enabled	0		g_config_mode_tripod_en_cfg_tripod_func_enabled		g_config_mode_tripod_en_cfg_tripod_func_enabled
g_config_mode_tripod_en_cfg_avoid_safe_dis	0.5		g_config_mode_tripod_en_cfg_avoid_safe_dis		g_config_mode_tripod_en_cfg_avoid_safe_dis
g_config_mode_tripod_en_cfg_tripod_dyn_scale_enable	1		g_config_mode_tripod_en_cfg_tripod_dyn_scale_enable		g_config_mode_tripod_en_cfg_tripod_dyn_scale_enable
g_config_mode_tripod_en_cfg_tripod_atti_enable	0		g_config_mode_tripod_en_cfg_tripod_atti_enable		g_config_mode_tripod_en_cfg_tripod_atti_enable
CM_brake_sensitive	10		CM_brake_sensitive		CM_brake_sensitive
g_config_mode_wifi_rc_cfg_wifi_func_enabled	1		g_config_mode_wifi_rc_cfg_wifi_func_enabled		g_config_mode_wifi_rc_cfg_wifi_func_enabled
g_config_mode_wifi_rc_cfg_rc_lost_action_time	20		g_config_mode_wifi_rc_cfg_rc_lost_action_time		g_config_mode_wifi_rc_cfg_rc_lost_action_time
g_config_mode_wifi_rc_cfg_rc_scale	0.550000011920929		g_config_mode_wifi_rc_cfg_rc_scale		g_config_mode_wifi_rc_cfg_rc_scale
g_config_mode_wifi_rc_cfg_vert_vel_up	2		g_config_mode_wifi_rc_cfg_vert_vel_up		g_config_mode_wifi_rc_cfg_vert_vel_up
g_config_mode_wifi_rc_cfg_vert_vel_down	-1		g_config_mode_wifi_rc_cfg_vert_vel_down		g_config_mode_wifi_rc_cfg_vert_vel_down
g_config_mode_wifi_rc_cfg_gohome_idle_vel	4		g_config_mode_wifi_rc_cfg_gohome_idle_vel		g_config_mode_wifi_rc_cfg_gohome_idle_vel
g_config_mode_gentle_cfg_rc_scale	0.25		g_config_mode_gentle_cfg_rc_scale		g_config_mode_gentle_cfg_rc_scale
g_config_mode_gentle_cfg_tilt_atti_range	20		g_config_mode_gentle_cfg_tilt_atti_range		g_config_mode_gentle_cfg_tilt_atti_range
g_config_mode_gentle_cfg_tilt_gyro_range	200		g_config_mode_gentle_cfg_tilt_gyro_range		g_config_mode_gentle_cfg_tilt_gyro_range
g_config_mode_gentle_cfg_tors_gyro_range	70		g_config_mode_gentle_cfg_tors_gyro_range		g_config_mode_gentle_cfg_tors_gyro_range
g_config_mode_gentle_cfg_vert_vel_up	1.5		g_config_mode_gentle_cfg_vert_vel_up		g_config_mode_gentle_cfg_vert_vel_up
g_config_mode_gentle_cfg_vert_vel_down	-1		g_config_mode_gentle_cfg_vert_vel_down		g_config_mode_gentle_cfg_vert_vel_down
g_config_mode_gentle_cfg_vert_acc_up	3		g_config_mode_gentle_cfg_vert_acc_up		g_config_mode_gentle_cfg_vert_acc_up
g_config_mode_gentle_cfg_vert_acc_down	-3		g_config_mode_gentle_cfg_vert_acc_down		g_config_mode_gentle_cfg_vert_acc_down
g_config_mode_gentle_cfg_tilt_exp_mid_point	0.400000005960464		g_config_mode_gentle_cfg_tilt_exp_mid_point		g_config_mode_gentle_cfg_tilt_exp_mid_point
g_config_mode_gentle_cfg_tors_exp_mid_point	0.400000005960464		g_config_mode_gentle_cfg_tors_exp_mid_point		g_config_mode_gentle_cfg_tors_exp_mid_point
g_config_mode_gentle_cfg_lift_exp_mid_point	0.400000005960464		g_config_mode_gentle_cfg_lift_exp_mid_point		g_config_mode_gentle_cfg_lift_exp_mid_point
g_config_mode_normal_cfg_rc_scale	0.800000011920929		g_config_mode_normal_cfg_rc_scale		g_config_mode_normal_cfg_rc_scale
g_config_mode_normal_cfg_tilt_atti_range	35		g_config_mode_normal_cfg_tilt_atti_range		g_config_mode_normal_cfg_tilt_atti_range
g_config_mode_normal_cfg_tilt_gyro_range	300		g_config_mode_normal_cfg_tilt_gyro_range		g_config_mode_normal_cfg_tilt_gyro_range
g_config_mode_normal_cfg_tors_gyro_range	90		g_config_mode_normal_cfg_tors_gyro_range		g_config_mode_normal_cfg_tors_gyro_range
g_config_mode_normal_cfg_vert_vel_up	2		g_config_mode_normal_cfg_vert_vel_up		g_config_mode_normal_cfg_vert_vel_up
